variant,full_oa,full_aa,full_kappa,main_only_oa,main_only_aa,main_only_kappa,aux_only_oa,aux_only_aa,aux_only_kappa,aux_noise_high_oa,aux_noise_high_aa,aux_noise_high_kappa,aux_downsample_4_oa,aux_downsample_4_aa,aux_downsample_4_kappa,aux_occlusion_50_oa,aux_occlusion_50_aa,aux_occlusion_50_kappa,macs,params,latency
p025,86.43957266432668,88.43464097096401,82.46537639609237,81.27049887795616,85.53986745308353,76.14245225666798,56.9921552831962,57.44664096526532,46.5062353301992,86.2669505341696,88.21576801825054,82.23208617450285,86.33983543356925,87.10597677973885,82.30379800600441,85.39616778871051,88.37507575451707,81.19466252390848,80.04623500436371,82.45465971941717,1.8524200000683777
p025_weighted_ce,87.29692924410686,89.11690075204073,83.42115245621106,82.90657306711165,85.36251593797682,77.89672523536728,50.555267852005294,58.32397864917902,41.12931763975982,87.4273548535589,89.02326165570574,83.56742932464266,86.07323014365997,87.23099105228066,81.89404654219472,87.21829027370198,88.2137781729334,83.30110744585016,79.98364532639084,81.70118853929492,1.84873999987758
