"variant","seeds","full_oa_mean","full_oa_std","full_aa_mean","full_aa_std","kappa_mean","kappa_std","main_only_oa_mean","main_only_oa_std","aux_only_oa_mean","aux_only_oa_std","noise_high_oa_mean","noise_high_oa_std","downsample4_oa_mean","downsample4_oa_std","occlusion50_oa_mean","occlusion50_oa_std","macs_ratio_mean","macs_ratio_std","params_ratio_mean","params_ratio_std","latency_ms_mean","latency_ms_std"
"trento_100_baseline","3","0.990996201167999","0.00363885587532914","0.987954096962081","0.00449048037694951","0.987947842989508","0.00485853627833707","0.906922946079265","0.0383160297223084","0.610455292850258","0.169746195015861","0.985360322050235","0.00694206776855739","0.979497646992119","0.00682776325799992","0.964597153710948","0.0244283232835775","1","0","1","0","2.01965166664498","0.125307335097023"
"trento_80_p025_multideg","3","0.989431309179566","0.0093867836905417","0.982452346198749","0.0160869267351843","0.985821725316919","0.0126020578808955","0.928854113511368","0.0315335410867183","0.697998525826388","0.170208911389622","0.98897771729886","0.0105126523852924","0.985122186312865","0.00794950505883073","0.981595509440381","0.0187332588693849","0.798974681841793","0.000955640484031582","0.805229192670176","0.00457243915502799","2.1646250000534","0.201359473115098"
