policy,mean_oa,mean_selected_budget,mean_expected_macs_ratio,routing_accuracy_vs_oracle,routing_accuracy_vs_utility,utility_resource_penalty,pareto_metric_tolerance,mean_metric_regret,mean_resource_saving_vs_reference,modes
static_0.65,0.7408155507688181,0.6500000000000001,0.6568830609321594,,,,,,,11
static_0.8,0.7594639516423562,0.7999999999999999,0.8035410046577454,,,,,,,11
static_1.0,0.7727235460284572,1.0,0.9999983906745911,,,,,,,11
oracle,0.7729546013550277,0.9181818181818181,0.9197540229017084,,,,,,,11
learned,0.7729546013550277,0.9181818181818181,0.9197540229017084,1.0,,,,,,11
utility,0.7436031214829281,0.6636363636363638,0.670215601270849,,,0.2,,,,11
learned_utility,0.7408155507688181,0.6500000000000001,0.6568830609321594,,0.9090909090909091,0.2,,,,11
