variant,seeds,full_aa_mean,full_aa_std,full_kappa_mean,full_kappa_std,compact_params_ratio_mean,compact_params_ratio_std,compact_macs_ratio_mean,compact_macs_ratio_std,compact_latency_ms_mean,compact_latency_ms_std,full_oa_mean,full_oa_std,main_only_oa_mean,main_only_oa_std,aux_only_oa_mean,aux_only_oa_std,aux_noise_high_oa_mean,aux_noise_high_oa_std,aux_downsample_4_oa_mean,aux_downsample_4_oa_std,aux_occlusion_50_oa_mean,aux_occlusion_50_oa_std
80% multi-deg.,3,89.31029569589464,1.414411174666213,82.98684769808976,2.216558646342077,82.24570065598704,0.331341099966999,79.96691160155615,0.07302774642225204,1.9649666666737176,0.09878903845994705,86.86729194238256,1.78896505423026,83.03060526433563,2.1418617051959643,57.19610513327068,2.1410989647022722,86.73622699170774,1.7752833077112298,86.65950604497127,2.0252634644543885,85.99139446714106,2.076062238614844
80% multi-deg. + weighted CE,3,89.75010729321977,1.0354535257395525,83.48312715772177,1.7523364289891166,82.7331213655001,1.121072696449407,79.95900699673092,0.06967027539143954,2.0708283333078725,0.27216307118598687,87.28030637231397,1.4290001470107148,82.63549238864275,2.1991137431083203,56.40843674677612,5.087904163866386,87.32058486935063,1.3524941325119755,86.4434087116635,2.201384039606216,86.98940611593814,2.1783221472406815
