variant,seeds,full_oa_mean,full_oa_std,main_only_oa_mean,main_only_oa_std,aux_only_oa_mean,aux_only_oa_std,aux_noise_high_oa_mean,aux_noise_high_oa_std,aux_downsample_4_oa_mean,aux_downsample_4_oa_std,aux_occlusion_50_oa_mean,aux_occlusion_50_oa_std,macs_ratio_mean,macs_ratio_std,params_ratio_mean,params_ratio_std,compact_full_latency_ms_mean,compact_full_latency_ms_std
muufl_100_baseline,3,88.51487427354853,1.1887708928175704,71.0883505635793,4.3661037144827395,26.236006418985877,1.1847508667690108,88.51871032088536,1.1458373565962265,84.11620666065686,1.3133775901729876,80.08004552109506,2.3210815316118563,100.0,0.0,100.0,0.0,1.902933333258261,0.2879628836386922
muufl_80_p025_multideg,3,86.86729194238256,1.78896505423026,83.03060526433563,2.1418617051959643,57.19610513327068,2.1410989647022722,86.73622699170774,1.7752833077112298,86.65950604497127,2.0252634644543885,85.99139446714106,2.076062238614844,79.96691160155615,0.07302774642225204,82.24570065598704,0.331341099966999,1.9649666666737176,0.09878903845994705
