train_epoch,500
batch_size,32
lr,0.001
lr_warmup,True
total_epoch,5
lr_decrease,cos
mixup,False
mixup_alpha,0.2
weight_decay,0.001
momentum,0.9
class_num,15
retrain,False
log_interval,10
save_interval,10
model_root,../output/models
log_root,../output/logs
model_name,single_fc_modal_lidar_version_0
log_name,single_fc_modal_lidar_version_0.csv
backbone,single_fc
patch_size,7
data_root,../data/Huston2013
modal,lidar
gpu,1
version,0
name,single_fc_modal_lidar_version_0
0.6343884193495418,0.554563,0.567681
0.6399620737922326,0.556366,0.567681
0.7007699163442247,0.531688,0.567681
0.6502083124739401,0.54251,0.567681
0.657867351944527,0.545708,0.567681
0.6485466531823191,0.541199,0.567681
0.6908146886343367,0.542019,0.567681
0.6402899723374442,0.55858,0.567681
0.6561277193969555,0.534558,0.567681
0.6579214093390475,0.558252,0.567681
0.6424419826336121,0.544806,0.567681
0.6441085201300932,0.557432,0.567681
0.6676311395811231,0.548332,0.567681
0.619852065370324,0.543986,0.567681
0.6477564191550351,0.561368,0.567681
0.6627799828400772,0.568664,0.568664
0.666689883457141,0.563335,0.568664
0.6707279106204429,0.54415,0.568664
0.669688155142109,0.567763,0.568664
0.6585194806704361,0.56063,0.568664
0.6373447149657132,0.551611,0.568664
0.6666791596439448,0.555464,0.568664
0.6631281871474191,0.543166,0.568664
0.6572429865933536,0.564975,0.568664
0.6393850964776585,0.537345,0.568664
0.6413224620765514,0.548414,0.568664
0.6751976699641581,0.543904,0.568664
0.6722435117437598,0.561777,0.568664
0.6551160698526362,0.553907,0.568664
0.6493293499008993,0.550381,0.568664
0.6527277047044775,0.545954,0.568664
0.6447215582547563,0.553825,0.568664
0.6451566420244367,0.553579,0.568664
0.6400055198856954,0.566779,0.568664
0.6471243694926916,0.553333,0.568664
0.6477821522884155,0.550955,0.568664
0.6906922158230556,0.545872,0.568664
0.6500286563728632,0.549971,0.568664
