train_epoch,500
batch_size,32
lr,0.001
lr_warmup,True
total_epoch,5
lr_decrease,cos
mixup,False
mixup_alpha,0.2
weight_decay,0.001
momentum,0.9
class_num,15
retrain,False
log_interval,10
save_interval,10
model_root,../output/models
log_root,../output/logs
model_name,single_fc_modal_hsi_version_0
log_name,single_fc_modal_hsi_version_0.csv
backbone,single_fc
patch_size,7
data_root,../data/Huston2013
modal,hsi
gpu,1
version,0
name,single_fc_modal_hsi_version_0
0.054207574105246015,0.70255,0.791506
0.07076913939809866,0.749939,0.791506
0.05438140980648191,0.80528,0.80528
0.06161522615198674,0.807412,0.807412
0.046010409795752404,0.687874,0.807412
0.05593226662721862,0.726244,0.807412
0.06122436320011535,0.618923,0.807412
0.06286300209696206,0.773797,0.807412
0.062196022339081496,0.710093,0.807412
0.05260674087226056,0.773715,0.807412
0.05890847280035528,0.794786,0.807412
0.045280931077981264,0.759777,0.807412
0.05066107504404663,0.818972,0.818972
0.03845453214193328,0.726736,0.818972
0.04603564709927259,0.776256,0.818972
0.04974574337744813,0.786259,0.818972
0.04075478533743305,0.678609,0.818972
0.057627181909727244,0.808559,0.818972
0.04798240379922176,0.776338,0.818972
0.0405702842294835,0.727966,0.818972
0.04024100377423207,0.792982,0.818972
0.05148966210695465,0.707387,0.818972
0.053772893048864734,0.756334,0.818972
0.05884545004476657,0.801837,0.818972
0.038550944653538505,0.731327,0.818972
0.04897955343064465,0.706485,0.818972
0.04075336511236396,0.807002,0.818972
0.036354641602740864,0.802,0.818972
0.050625519847936847,0.697549,0.818972
0.04661388230625163,0.738214,0.818972
0.04374838088314687,0.764204,0.818972
0.03263320466189572,0.812577,0.818972
0.0561612328943493,0.812741,0.818972
0.03802176995014542,0.815364,0.818972
0.03708783069395282,0.67369,0.818972
0.034203552170081086,0.798475,0.818972
0.028198852125304135,0.819628,0.819628
0.03321043766637364,0.706321,0.819628
0.03290551111332319,0.648766,0.819628
0.03822170485731926,0.765926,0.819628
0.03465851187559493,0.798393,0.819628
0.030029430995915044,0.731081,0.819628
0.03150746058881952,0.669919,0.819628
0.034214895652879156,0.838239,0.838239
0.02927113888952672,0.780766,0.838239
0.030541311546616004,0.802656,0.838239
0.032218413652454536,0.798475,0.838239
0.028929684536133923,0.821923,0.838239
0.03758859141007735,0.778306,0.838239
0.03481796442457799,0.768878,0.838239
0.02389972885086965,0.818808,0.838239
0.02681972822069787,0.762565,0.838239
0.03701835573556718,0.754284,0.838239
0.03168832552043742,0.769206,0.838239
0.04589583496615458,0.782979,0.838239
0.03972790670173054,0.781832,0.838239
0.033973781894264594,0.796507,0.838239
0.035327081772592965,0.814873,0.838239
0.02846253721378325,0.810609,0.838239
0.03274032883764653,0.762483,0.838239
0.024186050467025696,0.801263,0.838239
0.030282538080734483,0.697221,0.838239
0.0263107757377072,0.824219,0.838239
0.03117747495495034,0.796097,0.838239
0.026089071526370022,0.823153,0.838239
0.02917202998978201,0.787325,0.838239
0.029660501355158814,0.767976,0.838239
0.036599060295547325,0.693777,0.838239
0.03438066032955821,0.746741,0.838239
0.026210222330488517,0.79372,0.838239
0.026698106782134162,0.74256,0.838239
0.029684587088779787,0.808396,0.838239
0.02683260670622413,0.720751,0.838239
0.02677003364863523,0.783717,0.838239
0.034927707280586945,0.78134,0.838239
0.024794182870955615,0.79536,0.838239
0.023584952057349715,0.685578,0.838239
0.03463944572997227,0.832418,0.838239
